route_id,agency_id,route_short_name,route_long_name,route_type
3490,BEST,349,KURLA STN (W)-SANTOSH NGR.EXTN.,3
3500,BEST,350,KURLA BUS STN (E)-SHIVAJI NGR.DEPOT,3
3510,BEST,351,MUMBAI CENTRAL DEPOT-TATA POWER CENTRE(CHEMBUR),3
3520,BEST,352,TROMBAY-RANI LAXMIBAI CHK.,3
3530,BEST,353,WADALA DEPOT-TAGORE NGR.NO 5,3
3540,BEST,354,RAM GANESH GADKARI CHK.-KANNAMWAR NGR.NO 2,3
3551,BEST,355LTD,TROMBAY-VESAVA-YARI RD.BUS STN.,3
3561,BEST,356LTD,TATA POWER CENTRE(CHEMBUR)-SANTACRUZ DEPOT,3
3570,BEST,357,MUMBAI CENTRAL DEPOT-SHIVAJI NGR.DEPOT,3
3591,BEST,359LTD,HIRANANDANI POWAI BUS STN.-MALVANI DEPOT/ GAIKWAD NGR.,3
3600,BEST,360,TROMBAY-KURLA BUS STN (E),3
3610,BEST,361,MAHUL VILLAGE-KURLA BUS STN (E),3
3620,BEST,362,DR.AMBEDKAR GARDEN/CHEMBUR STN.-KURLA BUS STN (E),3
3630,BEST,363,KURLA BUS STN (E)-MAHUL VILLAGE,3
3640,BEST,364,MAHUL VILLAGE-TROMBAY,3
3650,BEST,365,KURLA STN (W)-SAHAR CARGO COMPLEX,3
3660,BEST,366,KURLA BUS STN (E)-SHIVAJI NGR.TERMINUS,3
3670,BEST,367,GADKARI QUARRY-KURLA BUS STN (E),3
3681,BEST,368LTD,P.THAKRE UDN.BUS STN.-MULUND DEPOT,3
3690,BEST,369,KURLA BUS STN (E)-VASHINAKA M.M.R.D.A.CLY.,3
3700,BEST,370,MHADA CLY.BUS STN.(MULUND-E)-KELKAR COLLEGE,3
3720,BEST,372,SHIVAJI NGR.TERMINUS-SHIVAJI NGR.DEPOT,3
3731,BEST,373LTD,MAHUL VILLAGE-VAISHALI NGR.,3
3736,BEST,SPASTIC SOCIETY,BND RECLAMATION BUS STN.-GAWANPADA,3
3741,BEST,374LTD,ANUSHAKTI NGR.BUS STN.-GOREGAON BUS STN(W),3
3751,BEST,375LTD,SHIVAJI NGR.DEPOT-BANDRA BUS STN(W),3
3760,BEST,376,SHIVAJI NGR.DEPOT-MAHIM BUS STN.,3
4851,BEST,485LTD,GHATKOPAR BUS STN./GKD-MALAD DEPOT,3
3770,BEST,377,"KURLA BUS STN (E)-S.R.A.CLY.,MANKHURD(LALLUBHAI COM",3
3780,BEST,378,TROMBAY-MANKHURD STN.(SOUTH),3
3790,BEST,379,SHIVAJI NGR.TERMINUS-GHATKOPAR STN.(E)-2,3
3800,BEST,380,TROMBAY-AMRUT NGR.,3
3810,BEST,381,GHATKOPAR BUS STN./GKD-TATA POWER CENTRE(CHEMBUR),3
3821,BEST,382LTD,ANUSHAKTI NGR.BUS STN.-SAHAR CARGO COMPLEX,3
3830,BEST,383,GADKARI QUARRY-SHIVAJI NGR.DEPOT,3
3832,BEST,383 EXTRA,GADKARI QUARRY-DEONAR MUNICIPAL CLY.,3
3840,BEST,384,SANTACRUZ DEPOT-GHATKOPAR BUS STN./GKD,3
3850,BEST,385,TARDEO BUS STN/RUSHI MEHTA CHK.-GHATKOPAR BUS STN./GKD,3
3860,BEST,386,GHATKOPAR STN.(W)-NAGBABA MANDIR (KAILAS COMPLEX),3
3870,BEST,387,GHATKOPAR STN.(W)-VIKHROLI PARK SITE,3
3881,BEST,388LTD,KANNAMWAR NGR.NO 2-SEEPZ BUS STN.,3
3887,BEST,AS-388,GHATKOPAR BUS STN./GKD-POISAR DEPOT,3
3890,BEST,389,GHATKOPAR STN.(W)-BARVE NGR.,3
3910,BEST,391,MULUND RLY.STN.(W)-KHINDIPADA (DARGH),3
3920,BEST,392,VIKHROLI DEPOT-MAJAS DEPOT/SHYAM NGR.,3
3930,BEST,393,GHATKOPAR BUS STN./GKD-KURLA BUS STN (E),3
3940,BEST,394,VIKHROLI BUS STN.- E-KANNAMWAR NGR.NO 2,3
3950,BEST,395,SANTACRUZ STN (E)-BAMANDAYA PADA,3
3961,BEST,396LTD,MULUND-W CHECK NAKA BUS STN.-AGARKAR CHK.,3
3970,BEST,397,VIKHROLI BUS STN.- E-KANNAMWAR NGR.BLDG.NO.124,3
3981,BEST,398LTD,MULUND-W CHECK NAKA BUS STN.-DINDOSHI BUS STN.,3
3991,BEST,399LTD,TROMBAY-MARATHON CHK.(TEEN HATH NAKA),3
4020,BEST,402,MULUND RLY.STN.(W)-VAISHALI NGR.,3
4031,BEST,403LTD,MHADA CLY.BUS STN.(MULUND-E)-AGARKAR CHK.,3
4040,BEST,404,GHATKOPAR STN.(E)-1-SHIVAJI NGR.DEPOT,3
4050,BEST,405,MULUND RLY.STN.(W)-YOGI HILLS (MULUND-W),3
4060,BEST,406,GHATKOPAR STN.(E)-1-RAILWAY POLICE CLY.(GHATKOPAR,3
4070,BEST,407,KELKAR COLLEGE-NIMKAR SCTY.,3
4080,BEST,408,MAHIM BUS STN.-MULUND RLY.STN.(W),3
4091,BEST,409LTD,MULUND DEPOT-SAHAR CARGO COMPLEX,3
4100,BEST,410,VIKHROLI DEPOT-KONDIVTE CAVES/MAHAKALI CAVES,3
4110,BEST,411,WADALA DEPOT-SANGHARSH NGR.(CHANDIVLI),3
4120,BEST,412,MULUND RLY.STN.(W)-GHATI PADA,3
4130,BEST,413,KUNCHI KURVE NGR.-SANTACRUZ STN (E),3
4141,BEST,414LTD,MUMBAI CENTRAL DEPOT-MAJAS DEPOT/SHYAM NGR.,3
4150,BEST,415,AGARKAR CHK.-MAJAS DEPOT/SHYAM NGR.,3
4160,BEST,416,GHATKOPAR STN.(W)-AMRUT NGR.,3
4170,BEST,417,VIKHROLI PARK SITE-SURYA NGR.,3
4180,BEST,418,VIKHROLI STN.(W)-NAGBABA MANDIR (KAILAS COMPLEX),3
4190,BEST,419,GHATKOPAR BUS STN./GKD-SANGHARSH NGR.(CHANDIVLI),3
4210,BEST,421,GHATKOPAR BUS STN./GKD-FILTER PADA,3
4214,BEST,421 RING,GHATKOPAR BUS STN./GKD-GHATKOPAR BUS STN./GKD,3
4220,BEST,422,MULUND-W CHECK NAKA BUS STN.-BANDRA BUS STN(W),3
4227,BEST,AS-422,MULUND-W CHECK NAKA BUS STN.-AGARKAR CHK.,3
4240,BEST,424,MULUND RLY.STN.(W)-GOREGAON DEPOT,3
4250,BEST,425,SHIVAJI TALAO-SEVEN BUNGALOWS BUS STN.,3
4260,BEST,426,VIDYA VIHAR BUS STN(W)-FILTER PADA,3
4270,BEST,427,GHATKOPAR STN.(W)-VIHAR LAKE,3
4280,BEST,428,SHIVAJI TALAO-SADBHAKTI MANDIR,3
4290,BEST,429,GHATKOPAR STN.(W)-MILIND NGR.,3
4300,BEST,430,MAHUL VILLAGE-GHATKOPAR BUS STN./GKD,3
4310,BEST,431,KURLA BUS STN (E)-TATA POWER CENTRE(CHEMBUR),3
4330,BEST,433,VIDYA VIHAR BUS STN(W)-SANTACRUZ STN (E),3
4340,BEST,434,AGARKAR CHK.-BAMANDAYA PADA,3
4354,BEST,435 RING,AGARKAR CHK.-AGARKAR CHK.,3
4401,BEST,440LTD,WADALA DEPOT-BORIVLI STN(E),3
4410,BEST,441,AGARKAR CHK.-MAJAS DEPOT/SHYAM NGR.,3
4420,BEST,442,SADBHAKTI MANDIR-MHADA CLY.(MAJAS),3
4430,BEST,443,AGARKAR CHK.-BAMANDAYA PADA,3
4441,BEST,444LTD,GHATKOPAR BUS STN./GKD-GOREGAON DEPOT,3
4460,BEST,446,KURLA STN (W)-BAMANDAYA PADA,3
4481,BEST,448LTD,PRATIKSHA NGR.DEPOT-BORIVLI STN(E),3
4491,BEST,449LTD,DHARAVI DEPOT-KANDIVLI BUS STN.( E ),3
4510,BEST,451,GOREGAON STN(E)-ADARSH NGR.,3
4520,BEST,452,GOREGAON STN(E)-MAYUR NGR.,3
4531,BEST,453LTD,WADALA DEPOT-LOKMANYA NGR.(THANE),3
4540,BEST,454,SEVEN BUNGALOWS BUS STN.-SHIVSHAI PRAKALP/MANTRI PARK,3
4564,BEST,456 RING,MALVANI DEPOT/ GAIKWAD NGR.-MALVANI DEPOT/ GAIKWAD NGR.,3
4581,BEST,458 LTD,MALAD DEPOT-MARATHON CHK.(TEEN HATH NAKA),3
4591,BEST,459LTD,MULUND RLY.STN.(W)-MALVANI DEPOT/ GAIKWAD NGR.,3
4601,BEST,460LTD,MULUND RLY.STN.(W)-GORAI DEPOT,3
4611,BEST,461LTD,MULUND-W CHECK NAKA BUS STN.-P.THAKRE NGR BUS.STN.,3
4613,BEST,461LTD EXTRA,MAROL DEPOT-P.THAKRE NGR BUS.STN.,3
4617,BEST,AS-461,MULUND-W CHECK NAKA BUS STN.-GORAI DEPOT,3
4620,BEST,462,BORIVLI STN(E)-VAISHALI NGR.,3
4630,BEST,463,WORLI DEPOT-CHEMBUR CLY.,3
4632,BEST,463 EXTRA,VEER KOTWAL UDN. (PLAZA)-RANI LAXMIBAI CHK.,3
4691,BEST,469LTD,MULUND-W CHECK NAKA BUS STN.-GOREGAON DEPOT,3
4701,BEST,470LTD,GHATKOPAR BUS STN./GKD-BORIVLI STN(E),3
4730,BEST,473,BANDRA BUS STN(W)-MAHUL VILLAGE,3
4770,BEST,477,BORIVLI RLY.COMPOUND RD(E)-RUSHIVAN,3
4781,BEST,478LTD,VIKHROLI DEPOT-BORIVLI STN(E),3
4790,BEST,479,DAMU NAGAR. BUS.STN.-BORIVLI STN(E),3
4810,BEST,481,GHATKOPAR BUS STN./GKD-VASHINAKA M.M.R.D.A.CLY.,3
4830,BEST,483,DR.AMBEDKAR GARDEN BUS STN.-TAGORE NGR.NO 5,3
4841,BEST,484LTD,MHADA CLY.BUS STN.(MULUND-E)-TIKUJINI WADI,3
4871,BEST,487LTD,GHATKOPAR BUS STN./GKD-BRAHMAND AZAD NGR.BUS STN,3
4881,BEST,488LTD,SHIVAJI NGR.DEPOT-DINDOSHI DEPOT,3
4891,BEST,489LTD,SHIVAJI NGR.DEPOT-DAHISAR BRIDGE,3
4911,BEST,491LTD,SEEPZ BUS STN.-BRAHMAND AZAD NGR.BUS STN,3
4921,BEST,492LTD,SEEPZ BUS STN.-WAGHBILGAON,3
4931,BEST,493LTD,ANUSHAKTI NGR.BUS STN.-DADLANI PARK (THANE-W),3
4941,BEST,494LTD,GHATKOPAR BUS STN./GKD-RETI BUNDER - KHARIGAON(KALWA),3
4951,BEST,495LTD,GAWANPADA FIRE BRIGADE(MULUND-E)-THANE STN.(E),3
4961,BEST,496LTD,AGARKAR CHK.-MARATHON CHK.(TEEN HATH NAKA),3
4971,BEST,497LTD,GHATKOPAR BUS STN./GKD-LOKMANYA NGR.(THANE),3
4981,BEST,498LTD,SANGHARSH NGR.(CHANDIVLI)-BORIVLI STN(E),3
4991,BEST,499LTD,GHATKOPAR BUS STN./GKD-VRINDAVAN SCTY.(THANE),3
5001,BEST,500LTD,VIKHROLI DEPOT-AIROLI BUS STN.,3
5011,BEST,501LTD,KURLA BUS STN (E)-AIROLI BUS STN.,3
5021,BEST,502LTD,RANI LAXMIBAI CHK.-NERUL SECT.-46/48,3
5037,BEST,AS-503,WADALA DEPOT-KALAMBOLI BUS STN,3
5041,BEST,504LTD,WADALA DEPOT-JALVAYU VIHAR(KHARGHAR),3
5051,BEST,505LTD,BANDRA BUS STN(W)-C.B.D. BELAPUR BUS STN.,3
5061,BEST,506LTD,JIJAMATA UDN.-NERUL RLY. STN.,3
5063,BEST,506-EXTRA,JIJAMATA UDN.-GHANSOLI VILLAGE,3
5071,BEST,507LTD,SANTACRUZ STN (E)-NERUL RLY. STN.,3
5091,BEST,509LTD,PRATIKSHA NGR.DEPOT-MILLENNIUM BUSINESS PARK,3
5101,BEST,510LTD,BARVE NGR.-M.I.D.C. ELECTRONIC ZONE,3
5103,BEST,510 EXTRA,BARVE NGR.-M.I.D.C. ELECTRONIC ZONE,3
5111,BEST,511LTD,MAHARANA PRATAP CHK.(MULUND)-NERUL BUS STN.,3
5121,BEST,512LTD,MULUND-W CHECK NAKA BUS STN.-NERUL BUS STN.,3
5131,BEST,513LTD,GAWANPADA FIRE BRIGADE(MULUND-E)-VASHI RAILWAY STN.,3
5141,BEST,514LTD,MULUND-W CHECK NAKA BUS STN.-L & T INFOTECH(MAHAPE),3
5171,BEST,517LTD,SANTACRUZ STN (E)-VASHI SECT.19,3
5181,BEST,518LTD,SHIVAJI NGR.DEPOT-GHANSOLI VILLAGE,3
5201,BEST,520LTD,DEONAR DEPOT-AIROLI BUS STN.,3
5211,BEST,521LTD,VASANTRAO NAIK CHK.-GHANSOLI VILLAGE,3
5221,BEST,522LTD,MAROL DEPOT-VASHI RAILWAY STN.,3
5231,BEST,523LTD,DINDOSHI BUS STN.-MILLENNIUM BUSINESS PARK,3
5241,BEST,524LTD,BORIVLI STN(E)-VASHI SECT.19,3
5247,BEST,AS-524,BORIVLI STN(E)-VASHI SECT.19,3
5251,BEST,525LTD,DINDOSHI BUS STN.-VASHI SECT.19,3
5257,BEST,AS-525,DINDOSHI BUS STN.-L & T INFOTECH(MAHAPE),3
5261,BEST,526LTD,JIJAMATA UDN.-JALVAYU VIHAR(KHARGHAR),3
5331,BEST,533LTD,ANDHERI BUS STN.(W)-VASHI SECT.19,3
5451,BEST,545LTD,AGARKAR CHK.-AIROLI BUS STN.,3
5927,BEST,AS-592,NEHRU PLANETARIUM-KOPAR KHAIRANE,3
6010,BEST,601,MALAD STN-E(PODDAR PARK)-VADARPADA,3
6012,BEST,601 EXTRA,MALAD STN-E(PODDAR PARK)-PATEL NGR.,3
6020,BEST,602,KANJUR MARG STN.(W)-HIRANANDANI POWAI BUS STN.,3
6034,BEST,603 RING,AMRUT NGR.-AMRUT NGR.,3
6040,BEST,604,KANJUR MARG STN.(W)-BHANDUP STN.(W),3
6050,BEST,605,BHANDUP STN.(W)-TEMBIPADA,3
6064,BEST,606 RING,BHANDUP STN.(W)-BHANDUP STN.(W),3
6074,BEST,607 RING,BHANDUP STN.(W)-BHANDUP STN.(W),3
6080,BEST,608,KANJUR MARG STN.(W)-HANUMAN NGR.,3
6090,BEST,609,VIDYA VIHAR BUS STN(W)-KOHINOOR S.R.A. COLONY,3
6120,BEST,612,BHANDUP STN.(W)-HANUMAN NGR.,3
6130,BEST,613,VIDYA VIHAR BUS STN(W)-SUNDER BAUG (KAMANI),3
6150,BEST,615,DHARAVI DEPOT-SANTACRUZ STN (E),3
6174,BEST,617-RING,KHINDIPADA-KHINDIPADA,3
6184,BEST,618 RING,SANTACRUZ STN (E)-SANTACRUZ STN (E),3
6204,BEST,620-RING,MALAD STN-W(ANAND MARG CHKY)-MALAD STN-W(ANAND MARG CHKY),3
6214,BEST,621 RING,MALAD STN-W(ANAND MARG CHKY)-MALAD STN-W(ANAND MARG CHKY),3
6224,BEST,622 RING,MALAD STN-W(SAINATH MARG CHKY)-MALAD STN-W(SAINATH MARG CHKY),3
6230,BEST,623,BORIVLI STN(E)-GARTAN PADA NO-2,3
6240,BEST,624,MALAD STN-E(PODDAR PARK)-ANAND NAGAR (APPAPADA MALAD-E),3
6254,BEST,625 RING,MALAD STN-E(PODDAR PARK)-MALAD STN-E(PODDAR PARK),3
6264,BEST,626 RING,BORIVLI STN(E)-BORIVLI STN(E),3
6270,BEST,627,ANDHERI STN.(W) (KUMKUM)-MORA VILLAGE,3
6290,BEST,629,BORIVLI STN(E)-DHEERAJ UPVAN,3
6300,BEST,630,KHAR STN (W)-SANTACRUZ STN (W),3
6310,BEST,631,KURLA STN (W)-MASRANI EST.,3
6320,BEST,632,KURLA STN (W)-SUNDER BAUG (KAMANI),3
6330,BEST,6330,BORIVLI STN(E)-VAISHALI NGR.,3
6400,BEST,640,SADBHAKTI MANDIR-SHYAM NAGAR,3
6460,BEST,6460,GOREGAON STN(E)-DINDOSHI BUS STN.,3
6614,BEST,661-RING,MUMBAI CENTRAL STN(W)-MUMBAI CENTRAL STN(W),3
6630,BEST,663,MAHUL VILLAGE-TROMBAY,3
6960,BEST,6960,DAHISAR STN.(E)-KETAKI PADA (DIAMOND INDUSTRIES),3
6980,BEST,698,BORIVLI STN(E)-N.G.PARK,3
7001,BEST,700LTD,MAGATHANE DEPOT-THANE STN.(E),3
7007,BEST,AS-700,MAGATHANE DEPOT-THANE STN.(E),3
7015,BEST,701L RING,KANDIVLI BUS STN.( E )-KANDIVLI BUS STN.( E ),3
7021,BEST,702LTD,MAGATHANE DEPOT-GHODBUNDER VILLAGE,3
7035,BEST,703L RING,SAMATA NGR.BUS STN.(KANDIVLI-E)-SAMATA NGR.BUS STN.(KANDIVLI-E),3
7051,BEST,705LTD,DINDOSHI BUS STN.-WESTERN PARK,3
7061,BEST,706LTD,MAROL DEPOT-BHAYANDER STN.(E),3
7071,BEST,707LTD,GOREGAON DEPOT-BHAYANDER STN.(E),3
7077,BEST,AS-707,SEVEN BUNGALOWS BUS STN.-SWATANTRYAVEER SAVARKAR CHK-BHY(E),3
7091,BEST,709LTD,MAGATHANE DEPOT-BHAYANDER STN.(E),3
7101,BEST,710LTD,JAY MAHARASHTRANGR.-BHAYANDER RLY.STN.(W),3
7121,BEST,712LTD,MAGATHANE DEPOT-INDRALOK PHASE-2,3
7131,BEST,713LTD,JOGESHWARI BUS STN-WESTERN PARK,3
7181,BEST,718LTD,DINDOSHI BUS STN.-BHAYANDER STN.(E),3
7201,BEST,720LTD,MALAD DEPOT-BHAYANDER STN.(E),3
8011,BEST,SPL-1,CHH. SHIVAJI TERMINUS(BHATIA)-N.C.P.A.,3
8021,BEST,SPL-2,CHH. SHIVAJI TERMINUS(BHATIA)-WORLD TRADE CENTRE,3
8031,BEST,SPL-3,COLABA BUS STN.-MAHATMA PHULE MARKET,3
8041,BEST,SPL-4,CHH. SHIVAJI TERMINUS(BHATIA)-FREE PRESS HOUSE,3
8081,BEST,SPL-8,AHILYABAI HOLKAR CHK.-AHILYABAI HOLKAR CHK.,3
8091,BEST,SPL-9,AHILYABAI HOLKAR CHK.-AHILYABAI HOLKAR CHK.,3
8121,BEST,FORT FERI-1,CHH. SHIVAJI TERMINUS-CHH. SHIVAJI TERMINUS,3
8131,BEST,FORT FERI-2,CHH. SHIVAJI TERMINUS-CHH. SHIVAJI TERMINUS,3
8701,BEST,METRO PHERI-1,SEEPZ BUS STN.-SEEPZ BUS STN.,3
8711,BEST,METRO PHERI-2,OSHIWARA DEPOT-OSHIWARA DEPOT,3
