stop_id,stop_name,stop_lat,stop_lon
4055,TATA MOTORS,19.1947229164,72.9485283217
477,GOREGAON-MULUND LINK RD,19.1603027592,72.9467116619
2897,ASSISI NGR.,19.0607106277,72.9130138994
4960,SHREYAS CINEMA,19.0916858298,72.9021466524
549,SHARDASHRAM VIDYAMANDIR,19.0166556991,72.8379298395
365,MAROLNAKA/MATA RAMABAI AMBEDKAR CHK,19.1084595671,72.8786982486
120,ANDHERI MARKET,19.1221491076,72.8463060133
815,VASUDEO B.PHADKE CHK.,18.9432084706,72.8299273106
318,KANNAMWAR NGR.NO 2,19.1176533456,72.9408675487
4975,GURUNANAK HIGH SCHOOL,19.036338075,72.8640653968
1731,DAIRY RESEARCH INSTITUTE,19.1521050256,72.8688838044
4625,RAM GANESH GADKARI CHK.,19.0240991927,72.8396914096
391,ANKUR HOSPITAL,19.1290205755,72.9329841724
331,VIKAS VIDYALAYA,19.1206741797,72.9390007312
1693,JUMBO DARSHAN,19.1133746351,72.8544789851
3240,KARTVYA NGR.,19.0068979915,72.8576398622
2849,JAIN MANDIR,19.2004067995,72.848669793
210,AZAD NGR.,19.0140030056,72.8556198379
1884,JUHU VILLAGE,19.0866903452,73.0031250377
4607,KURLA NAGRIK SAHAKARI BANK,19.1490165291,72.9462606184
588,CHH. SHIVAJI INT.AIRPORT(SAHARA),19.1037622899,72.8777017711
1004,NOVELTY SILK MILL,19.2539425862,72.8657028681
674,WADI BUNDER,18.9574477063,72.8426587539
4307,BRAHMAND PHASE-3,19.2538088443,72.9812867415
4567,MERCHANT & CO.,19.2061747115,72.8227786056
4744,SHERLI VILLAGE,19.0724972209,72.8218410673
1087,DEONAR BEST STAFF QUARTERS,19.0476218126,72.9142717909
3350,SANTACRUZ STN RD/KASHIBAI HOSP.,19.0841120016,72.8378212204
3701,DHIRAJ VALLEY SCTY.,19.0759837,72.8776559
699,AMBIKA MILL B.STN/ H.U.RAKHANGI CHK,18.9889182323,72.8226127015
597,MUKESH CHK.,18.9647415879,72.8046164306
4789,AAKASHGANGA SOCIETY,19.0392153319,72.856739062
3033,BHAGATSINGH NGR./SEJAL PARK,19.1560002992,72.8356465063
5034,N.G.PARK,19.23823445,72.8710436379
1506,YOGASHRAM,19.1703658297,72.7965477751
1327,KALA MARUTI MANDIR,19.2052821685,72.845844974
1445,HANUMAN MANDIR,19.2105781732,72.8241334737
2330,SWAPNA NGRY(YOGI HILL),19.1825192362,72.9420249861
1465,GANDBHIR VIDYALAYA,19.132907372,72.8498028069
902,INCOME TAX OFFICE,18.9405426334,72.8266724404
1072,HOLI FAMILY HOSPITAL,19.0548223674,72.8274780428
488,SANT GADGE MAHARAJ CHK.,18.9807147725,72.8264425017
878,PLAY HOUSE,18.9603177241,72.8286358446
4225,CANARA BANK(KHARGHAR),19.0351038096,73.0636412484
675,PRINCESS DOCK,18.9557836056,72.8421866852
189,TATA POWER CENTRE(CHEMBUR),19.0313378692,72.8968021626
906,KAMGAR STADIUM,19.0128162618,72.8367472335
3594,AZAD NGR.,19.2955727814,72.8569654325
5080,WAGHDEVI NAGAR,19.2471274543,72.870532845
5092,MUNICIPAL GUMPHA SCHOOL,19.136853983,72.8554469147
4045,KOLBAD,19.2043180045,72.9757437918
4875,GANDHI NGR,19.1913500145,72.8664150723
408,CIBA CO.,19.1359517458,72.9293518333
1002,DAHISAR STN.RD.(E),19.2487466353,72.862665087
4035,MAHATMA GANDHI HOSP/PANVEL NAKA,19.0184637504,73.1058710076
4628,VITTHAL RAKHUMAI MANDIR,19.2568036453,72.8667024719
1378,GOKHALE BRIDGE,19.1156563928,72.8464724131
3250,MAHESHWARI UDN.,19.0274831171,72.8568965693
3566,EKTA NGR.,19.200502645,72.8237228226
3761,HYDERABAD EST.,18.9567916459,72.8014943393
1513,MADH MARKET,19.1500157371,72.7911404418
4919,GHATKOPAR STN.(E),19.0853211134,72.9082416456
3924,MANPADA,19.2352436251,72.9759561223
1192,GURUDWAR CHK.,19.126260381,72.8637207935
3208,OMKARESHWAR MANDIR,19.2313763151,72.8624642533
2372,KINNARI HALL(KANNAMWAR NGR.),19.1090771198,72.9334861095
156,CHUNABHATTI,19.0520127947,72.8675204409
856,BABULNATH TEMPLE,18.9578800586,72.8090433165
4849,FIRE BRIGADE/KHARODI CLY.,19.195562881,72.8217606815
507,DR.COOPER HOSPITAL,19.1084645384,72.8369858381
2024,GAONDEVI NAKA/MADHUKUN BLDG,19.1520671946,72.9290301077
1810,MHADA CLY.BUS STN.(MULUND-E),19.1658484282,72.9649887796
5132,RAJKUMAR,19.1260810831,72.8406985733
5111,RAJASHRI CINEMA,19.2543104062,72.8645088206
4545,MAHARASHTRA KATA,19.10166549,72.8880484783
3113,CHAKALA (SATAMWADI),19.111944383,72.8586636141
5079,INTER STATE BUS STN.,19.0360489845,72.8785632068
42,KHADI BHANDAR,18.9356910915,72.8334011266
1547,ALIKA NGR.JN.,19.1975103092,72.8724690247
3715,M.T.PARK,18.9086938302,72.814071588
4769,DR.AMBEDKAR STATUE,18.9261423178,72.829745727
4626,PASSPORT OFFICE,19.0118981487,72.8216900652
688,CHINCH BUNDER,18.9586506468,72.8382947095
3377,ANUSHAKTI NGR.,19.0431901964,72.9237352525
440,S.K.PATIL GARDEN,18.9495036442,72.8212515923
4830,NEW AGRIPADA,18.9741167066,72.8310391039
1227,MILAP TALKIES,19.1918551404,72.8467815179
4928,PICNIC POINT ROAD,19.2264495536,72.8687457729
3419,SHREE SAI HOSPITAL,19.2138074634,72.867042576
4596,GANDHI NGR./CHETANA COLLEGE,19.0597419908,72.847761572
447,VATSALABAI DESAI CHK.,18.9790678632,72.8118941321
3943,RAILWAY POLICE CLY.(GHATKOPAR,19.083912832,72.9058537645
5194,AGARKAR CHK,19.1189762,72.8481638
758,AUGUST KRANTI MAIDAN,18.9631181462,72.8105172905
4422,KRISHNA VATIKA,19.2613911946,72.8615792675
4384,NILAM NGR.PHASE-2,19.1758476644,72.9644913961
221,ANTOP HILL POLICE STN.,19.0319242042,72.8649301746
4522,SAI CHITRA SCTY.,19.2166274713,72.821232697
1539,KANDIVLI BUS STN.( E ),19.2026651822,72.8527305889
3294,RAVIKIRAN SCTY.,19.1792267284,72.8166790783
4934,TUMNI PADA,19.2256391172,72.8696899105
99,MAZGAON COURT,18.9687940517,72.838936245
4765,MAMA HOTEL,19.0724118744,72.8273707309
869,PHOENIX CHEMICALS,18.9851416694,72.837087777
404,AGAR BAZAR,19.0181942927,72.8325441
3770,DR.AMBEDKAR NGR.NO.2,19.0763371651,72.8987246103
1530,DATTANI GRAM(KANDIVLI-W),19.2027530116,72.8396901683
4815,MAJETHIA COLLEGE,19.2028707982,72.8415105242
1640,NEW AIR INDIA QUARTER'S,19.0803598482,72.8731921237
2065,SHIRDI NGR./RAM NAGAR,19.3061760002,72.861802498
1385,DATTA TEKDI/SHIV TEKADI,19.1390589961,72.8618523098
3332,PODDAR HOSPITAL/SIDDHARTH NGR.,19.0017012285,72.8155988233
4063,BISHOP SCHOOL,19.2949955712,72.8484181419
4646,NAIK NGR.,19.0582563305,72.8854670254
2325,MANAV KALYAN KENDRA,19.2461130602,72.8609484732
956,G.S.CLY.,19.0622162949,72.8477401143
339,SUBHASH NGR.,19.0606452236,72.9039681238
4629,SHANTI ASHRAM JN.,19.241285238,72.8444178464
3216,Y.B.CHAVAN MARG JN.(VASHI),19.0686002732,72.9972660321
3431,ANDHERI STN.(W),19.1196106939,72.8454850949
2058,S.K.STONE,19.2871288197,72.8670767897
4216,COCACOLA CO.,19.2809516237,72.9285866987
1457,C.C.I.CLY.,19.1629171684,72.8394653917
4426,SANTACRUZ POLICE CHKY- BEAT NO.2,19.0833718402,72.8313839187
4306,ST.XAVIERS HIGH SCHOOL,19.2485418143,72.9780251753
3638,MAHARSHI ARVIND CHK.,19.1754516112,72.9526482479
842,KAPADIA NGR.,19.0748765844,72.8721745379
2962,VEER KOTWAL UDN. (PLAZA),19.0212698657,72.8419348197
4001,GOKUL HEAVEN,19.2136392727,72.8661557765
566,KACHPADA,19.18943,72.83556
3551,VIJAY NGR.,19.1200938136,72.8785141922
1088,MOTI MAHAL,19.0592741922,72.8354645883
1493,MALAD STN-W(ANAND MARG CHKY),19.1893238764,72.8486488066
5014,GOVIND NAGAR JUN.,19.2347307014,72.8551972119
1602,THAKUR COMPLEX,19.2082458208,72.8676366131
2789,BELA NIVAS,19.1140722244,72.8620067041
580,PARSIWADA,19.1088389751,72.8556687125
5100,ADARSH NAGAR,19.1426029176,72.8313212637
1353,BANDRA TALKIES,19.0601922827,72.836418203
5166,DADASAHEB SARFARE CHK,19.0759837,72.8776559
3145,CHARNI RD.RLY.STN.,18.9507758176,72.820729338
4282,JANATA DAIRY,19.2687031661,72.8760315085
5056,GATE WAY PLAZA,19.123791001,72.9145271071
1713,MILAN TALKIES,19.0894431067,72.8382707282
2792,CATERING COLLEGE/SURYAVANSHI HALL,19.024,72.83519
873,KASTURBA GANDHI CHK.,18.9549533852,72.825702212
4916,SIDDHARTH NGR.NO.2,19.1625962477,72.8416282307
561,FILMISTAN,19.1631042578,72.8458255215
3688,DHOLEDEV MANDIR/VASARI TEKDI NO.2,19.173871,72.838167
12,ZAKERIA MASJID,18.9530445124,72.8338805984
3422,"SANKALP SCTY.,NGRYNIWARA",19.0759837,72.8776559
1703,NEW QTRS( CHAKALA CIGARETTE FACTORY,19.1077392871,72.8592602199
5197,NERUL POLICE STN.,19.0759837,72.8776559
925,BANDRA POLICE STN,19.0560535829,72.8348255967
4797,BORIVLI STN.(E),19.2314802993,72.8600856435
4695,SHASTRI NGR.(THANE),19.2159376024,72.9562198888
362,SAFED POOL,19.0967047133,72.8836617171
982,MALBAR HILL POST OFFICE,18.9507262672,72.8005052253
3051,AMAR MAHAL,19.0657252138,72.8993779719
4931,NATIONAL PARK GATE,19.2315754708,72.8638534237
2644,OM BUILDING,19.0045858543,72.8148551498
1726,CHOTHA KASHMIR/OBSERVATORY POINT,19.1616645922,72.8722741165
4884,SANT MUKTABAI HOSPITAL,19.0981811012,72.9007856504
2749,GREEN LAWN ACADEMY,19.27796359,72.8791497888
455,DOORDARSHAN,19.0068054696,72.8182136157
383,VIKHROLI STN.RD.(W),19.1108850181,72.9253614645
2322,BORIVLI PHATAK (E),19.2317628337,72.857741015
582,SAHAR P.& T.CLY.NO 1,19.1051893771,72.8609902152
3872,LOKMANYA TILAK HOSPITAL,19.0356234444,72.8599521588
1443,GANESH MANDIR/KASTUR PARK,19.2236279353,72.8514206616
573,MALVANI BLOCK NO 7,19.1860362885,72.818824508
5040,MANTRALAYA,18.9284340874,72.8246470803
4354,INDRALOK PHASE-2,19.3023173963,72.864336567
3977,GORAI PUMPING STN.,19.2195552022,72.84061971
3778,ANAND NGR.POLICE CHKY,19.1775703582,72.9676671316
2127,DURGA PARMESHWARI MANDIR,19.2193023,72.8335163
4755,BHARAT NGR,19.0615807855,72.8592611562
4092,POONAM SAGAR COMLEX,19.2733607831,72.8630046689
4943,JIJAMATA UDN.,18.9798550703,72.8340246779
2085,SARDAR CHK.,19.1862248651,72.8418915081
4842,SHIV MANDIR,19.1291420899,72.8431924922
2324,PARVAT NGR.,19.2431553024,72.8601330817
1687,SAHAR AIR INDIA HOTEL,19.1031382651,72.8703325061
4845,WALMIKI NGR.,19.0675322369,72.8527546781
5186,KOPARIPADA,19.0759837,72.8776559
810,RESERVE BANK CLY.,19.0526558292,72.8992182986
4528,SHIVAJIRAJE COMPLEX EXTN.,19.2019834491,72.8219472234
4654,KALANGR.,19.0619274779,72.8518466613
5167,TATA HOSPITAL,19.0037208601,72.8422492186
1053,RANI LAXMIBAI CHK.,19.0464857821,72.8655034197
364,MITTAL EST.,19.1069574935,72.8840680801
1141,CAFE PARADISE,18.9617551599,72.8301577768
4177,PEER MEHMOOD SHAH BABA DARGAH,19.1130229262,73.0068952685
268,VIKHROLI PARK SITE,19.1051396074,72.9128705266
1756,SHIVAJI NGR.POST OFFICE,19.0669718783,72.9264994458
374,MORARJI NGR.,19.1293070543,72.8961407571
4958,ANDHERI MARKET,19.1227936812,72.8449586669
4752,U.T.C.FIRE & SECURITY CO.,19.1087454765,73.0286873834
3679,MARVE BEACH-ESSEL WORLD,19.1989409005,72.7987579154
224,ANTOP HILL,19.0263356665,72.8662326555
4820,MUMBAI CRICKET ASSO.EAST GATE,19.0650869845,72.8625407061
1535,OLD PUSHPA PARK,19.1887220329,72.8571091186
1724,DINDOSHI PADA,19.1643269821,72.8817914102
3647,MILIND NGR.,19.1255466416,72.8932870522
3204,BORIVLI STN(E),19.2306187951,72.8576782809
4355,LODHA COMPLEX,19.2934037785,72.8563094213
905,KAMLA MILL,19.0029722739,72.8299333717
4416,KASHIMIRA,19.2726896277,72.882484054
4127,AMRUTA VIDYALAYA,19.0521956911,73.016772113
2286,A.T.I.,19.0531882725,72.8810716401
3937,DR.RAVINDRA KULARNI CHK./SASMIRA,19.0101545786,72.8200569819
1279,SUKHMANI HOSG.SOC.,19.1141002575,72.8297836057
620,SEEPZ BUS STN.,19.1257095996,72.8732570625
1119,DR.SHYAMAPRASAD MUKHERJI CHK.,18.9255817986,72.8328547271
2473,SHIVPREMI NGR.,19.0971057203,72.8978692627
1305,GOMANT NGR.,19.243897869,72.8589802045
5028,SHEJAL PARK,19.2492661147,72.8677561164
4548,D'SOUZA NGR.,19.0959677797,72.8878553592
4887,SANT MUKTABAI HOSPITAL,19.0976312978,72.9016494748
1985,APEEJAY SCHOOL,19.0358049465,73.0197270094
207,SPRING MILL,19.0118700268,72.8489479999
3855,TELECOM FACTORY,19.0455020559,72.9187291754
3968,BRAHMAND-AZAD NGR.,19.2512158661,72.9801709425
3092,ACHARYA ATRE CHK.,18.9984999418,72.8178181944
3541,ADV. PALJIBHAI BORICHA CHK.,19.1417109834,72.8293471579
5093,JANASHAKTI POLICE CHOWKY,19.1366107202,72.8561979332
3962,SWAMI VIVEKANAND CHK.,19.1821968952,72.9679443979
5016,GOVIND NAGAR JUN.,19.99762,73.803529
1150,BANDRA STN(E),19.0551652143,72.8419007452
2652,JAWAHAR NGR.,19.1599828549,72.8459113522
1219,DATTAGURU DEVSTHAN,19.1551100148,72.8411934179
1413,EKSAR VILLAGE,19.2358195112,72.8457702058
1366,VIVIDH BHARTI,19.2321254339,72.8305238753
2715,GAMMON HOUSE,19.0146406763,72.826283067
3454,INS ASHWINI HOSPITAL,18.9009425795,72.8144693851
4414,AGRAWAL GREEN VILLAGE,19.2711097184,72.8941570277
4950,MANO-BINA APTS.,19.1163051751,72.8387476511
4788,RANI LAXMIBAI CHK.,19.0437999534,72.8641737728
2450,SHYAM NGR.,19.1391114899,72.8633339178
2757,STATE BANK(BHANDUP VILLAGE),19.1473046592,72.9458822267
3961,VIJAY GARDEN,19.2623996053,72.9682823158
4224,GIRDHAR PARK,19.1959015071,72.8315167236
3922,PATLI PADA,19.24646807,72.9759114401
3982,DHARAVI PUMPING STN.,19.0472876236,72.8614999244
4176,GHANSOLI VILLAGE,19.1220246957,72.9994709139
627,CHAKALA,19.1161640271,72.8557814548
1129,ZAKERIA MASJID,18.9528784466,72.8338359136
3901,KADAMWADI(KANDIVLI-E),19.1955446482,72.8683169652
1546,SAI GARDEN,19.2004283606,72.8739710618
259,NITYANAND NGR.,19.0912579506,72.9137695475
5200,"""D""MART (NERUL)",19.019044,73.015367
5082,LOKMANYA TILAK CHK.,19.1861624385,72.8428981505
5163,MAHARANA PRATAP CHK.,18.9682238988,72.8403624352
990,POLICE CAMP,19.009576887,72.8153940993
1743,DR.SUCHAK CHK.,19.1893161848,72.8499064543
640,JOGESHWARI POLICE STN,19.138639426,72.8550265598
3447,D.A.V.COLLEGE,19.1392570347,72.9360546129
4311,DHEERAJ UPVAN,19.2183740932,72.8705391455
308,MAKER TOWER,18.9157373813,72.8174810918
4441,OSWAL PARK,19.2156871936,72.9753943204
4762,SWAN MILLS,18.9964873293,72.849280846
4508,TARODI,19.2868842877,72.7999338166
4219,SHREE KRISHNA NGR.(BORIVLI),19.2321281446,72.8632170672
4737,KRISHNAGIRI/UPVAN,19.2261359913,72.8676117011
4052,M.I.D.C./ PASS-PORT OFFICE,19.1944189446,72.9511461577
4760,VEER KOTWAL UDYAN(SHIVAJI MANDIR),19.0212039361,72.8418936925
4145,ANNABHAU SATHE NGR.,19.0563551799,72.930024469
1610,POST & TELEGRAPHS,19.1693971954,72.9457251809
980,KAMLA NEHRU PARK,18.95531,72.8045
4965,COM.P.K.KURNE CHK.,19.0062814837,72.82224843
3099,PT.PALUSKAR CHK.,18.9566071337,72.8156693842
3865,MULUND TOLL NAKA/MHADA CLY.,19.1673758025,72.9657144834
4382,WAMANRAO MURANJAN VIDYALAYA COMPLEX,19.1748748412,72.9674954702
372,"DR.AMBEDKAR UDN., POWAI",19.126576,72.893884
3940,BHARANI NAKA (ANTOP HILL),19.0255952473,72.8709962588
4308,BRAHMAND PHASE-6,19.2584274852,72.9762227308
361,JARIMARI,19.0943120327,72.8833183943
2876,SAMATA NGR.BUS STN.,19.2065820687,72.8696620688
692,ALANKAR CINEMA,18.9580819447,72.8269468518
1431,JANKALYAN NGR.POLICE CHKY,19.1993664492,72.8204301642
3336,VISHNU NGR.,19.0230892014,72.90108299
4809,P.THAKRE UDYAN BUS STN.,18.9981617711,72.8524824077
248,CHIRAG NGR.,19.0863086132,72.896121347
3464,CHEMBUR NAKA/SWAMI VIVEKANAND CHK.,19.0510332454,72.893175816
3742,CHAKALA,19.1152684261,72.8604832094
5188,PRIYADARSHINI,19.0525373,72.8801425
4056,DNYAN SARITA (THANE),19.1949356963,72.9456601355
776,SHITALADEVI TEMPLE MARG,19.0389512055,72.8427038173
685,TADWADI,18.9654235104,72.8389891442
764,B.P.T.CLY.,18.9920897302,72.8519258188
1864,AMAR NGR.,19.1663569361,72.9328923492
3290,J.V.P.D.BUS STN.,19.116136542,72.8272468491
696,NOVELTY CINEMA/ DR BHADKAMKAR RD.,18.9618437497,72.8183368797
5128,NEHRU NAGAR,19.0631792681,72.8848885815
4119,SEAWOOD-DARAVE RLY.STN.,19.0209894453,73.0177221803
3734,SHAKTI HOSPITAL,19.143708768,72.846117186
3353,BANDRA TALAO,19.056678154,72.8366447603
3148,DR.SHYAMAPRASAD MUKHERJI CHK.,18.9262478414,72.8316187314
4527,GHATKOPAR STN.(E)/HAVELI BRIDGE,19.0837404657,72.9054460687
209,MADHAV NGR.,19.0127006388,72.8547913263
4086,JOGESHWARI VIKHROLI LINK RD.,19.1250713585,72.9386530136
1508,ERANGAL VILLAGE,19.1686633286,72.7918270873
2646,PARASIK BANK(NERUL),19.0409976353,73.0215294538
3488,ADARSH NGR.,19.1548819381,72.8788616219
4418,CASTLE MILL,19.2056736519,72.9775737835
2004,TAPOVAN ( PATHANWADI),19.1802845981,72.8590881508
4481,DIGHE VILLAGE,19.1740933187,72.9985820454
2037,BANDRA PHATAK(E),19.0573106106,72.8415108579
863,WALKESHWAR,18.9465861117,72.7957416221
199,ACHARYA GARDEN/ DIAMOND GARDEN,19.0524716898,72.8998911661
3028,RAM GANESH GADKARI CHK.,19.0247053398,72.8406820723
3692,LIBRA SCTY.,19.1995299674,72.8204612565
671,DOCKYARD RD.RLY.STN.,18.9679534,72.8442356108
4706,SHRIKRISHNA GARDEN SCTY.,19.2681928394,72.8759499527
721,B.P.T.CLY.,18.9639062344,72.842056056
1917,GELDA NGR.,19.0868725699,72.8990101612
1076,VENUS BLDG/WATUMAL ENGG.COLLEGE,19.0030614932,72.812315766
3289,MUMBAI CENTRAL STN.,18.96880965,72.8204669342
3379,ANUSHAKTI NGR.BUS STN.,19.0426831117,72.9263530885
2908,DR.AMBEDKAR GARDEN,19.0610727282,72.9006430859
1978,VASHI SECT.NO 26,19.0877585869,73.0100920266
1460,AYYAPPA MANDIR,19.1657243569,72.8322556139
2641,MAHARASHTRA NGR.,19.051994547,72.9364832283
405,RANADE RD.,19.0224993603,72.8382874011
4832,CRIST CHURCH SCHOOL,18.9716816751,72.8291508288
4653,BYCULLA STN (E),18.9762107696,72.8335718269
1852,HANUMAN MANDIR,19.0851370237,72.8988081178
3367,MAHARASHTRA KATA,19.1029958846,72.8883954466
5137,ST.THOMAS HIGHSCHOOL,19.1702179438,72.8496040134
3073,BORIVLI STN(E),19.229248975,72.8587306183
4211,GKD (ONLY ALIGHTING),19.087815445,72.9183803156
5181,CHETANA COLLEGE,19.0606754,72.8482738
2246,SIMPLEX MILL,18.980295982,72.829212014
1243,RANI LAXMIBAI CHK.(BUS STN.),19.0428288898,72.8637220741
3165,MAJESTIC CINEMA,18.9550444951,72.8189416792
50,MANTRALAYA,18.9286867079,72.8246703809
1168,JOHN BACKER,19.1127766153,72.8886102063
657,DATTANI PARK,19.2103825008,72.8683062485
2763,KANDER PADA- LINK RD.,19.2584735133,72.8547680584
1832,GHATKOPAR STN.(E)-1,19.085590859,72.9087827368
4671,BANDRA BUS STN./ P.MOHD.RAFI CHK.,19.0533316386,72.8378463899
3836,JAY MAHARASHTRANGR.,19.2216014783,72.8703638294
332,VIKHROLI STN.RD.(E),19.1090997389,72.9323798717
3373,FOUR BANGALOWS,19.1297320297,72.8221049425
4846,GOVT.COLONY BLDG.NO.10,19.0694791419,72.8495789427
1695,LOKMANYA TILAK NGR.,19.101900975,72.8901120604
2191,ROOP TALKIES,19.0805949772,72.8446181938
299,WORLD TRADE CENTRE,18.9143976499,72.8193908246
5149,TATA HOSPITAL,19.0043876326,72.8412958629
3323,ASMITA JYOTI,19.196400902,72.8267917552
4927,TEEN MURTI,19.2301977697,72.8659562755
1885,VASHI SECT.29,19.0884785481,73.0042492241
2998,TOWNSHIP MUNICIPAL SCHOOL,19.1963875853,72.8253868865
4458,KINGSTON SEZ(HIANANDANI),19.1143429777,72.9088596659
4353,INDRALOK PHASE-1,19.3003529906,72.8627916146
4293,SHIVAJI CHK./KALWA NAKA,19.1963596549,72.9875910536
3716,GANESHMURTI NGR.POLICE CHKY,18.9098306114,72.8136424346
4450,MHADA CLY.-INDRALOK(ANDHERI-W),19.1394041833,72.8236183341
1863,JAY SHASTRI NGR.,19.1717076695,72.9343943862
4166,SARVODAY HOSP/GHATKOPAR POST OFFICE,19.089561894,72.9080416444
3461,VINAY HIGH SCHOOL,19.0332224931,72.9019648068
1730,KARIM BUNGALOWS,19.1518947241,72.8716733017
5033,MANTRALAY,18.929110216,72.8227180491
1135,HUTATMA CHK./MUMBAI UNIVERSITY,18.9305519996,72.8314002277
1696,SUBHASH NGR.,19.0992753193,72.8979980087
3942,RAHEJA COLLEGE,19.0849833899,72.8322553926
5007,HINDUSTAN NAKA/CHARANSINGH CHK.,19.2077423178,72.8292262509
613,ABHISHEK APTS.,19.121090906,72.8263930103
1669,NATURE PARK/P.M.G.P.CLY.,19.0514748649,72.8635675141
2956,DR.AMBEDKAR GARDEN BUS STN.,19.0607669109,72.9005348963
5060,RAI DONGARI,19.2266616992,72.8624141194
4452,BHAVANS COLLEGE,19.1253553875,72.8382758903
3880,KUMBHARWADA,19.0377228541,72.8535094928
1177,VIKHROLI POLICE STN.,19.1188113169,72.936413914
1086,GOVANDI STN.RD(W),19.0553696668,72.9159025739
1791,TATA NGR./SAMBHAJI NAGAR,19.0521651008,72.9208592962
242,KURLA DEPOT,19.0755374014,72.8770819752
2595,A.H.SCHOOL,19.2847954836,72.8575564528
2620,FOREST CLUB,19.1142618791,72.9058405715
3245,NAVRANG TALKIES,19.1243139781,72.8415917223
3217,ALANKAR CINEMA,18.957980476,72.826525745
5098,PRATAP SOCIETY,19.1304163823,72.8232692509
3666,PERU BAUG,19.1665191306,72.8544227861
3596,VENUS APT.,18.9707951,72.81517
3490,NAVJEEVAN NGR.,19.149814443,72.877874569
401,GAMMON HOUSE,19.0136239807,72.8248450816
4004,CHANDIVLI VILLAGE,19.1131802554,72.9037698723
910,GIRLS SCHOOL,19.0244054448,72.8452219631
3570,CHETANA COLLEGE/KHERWADI,19.0596608654,72.8493279821
1104,JAMBLI MOHALLA,18.9556365319,72.8298168154
4109,JUINGR.RLY.STN.,19.055927584,73.0154417373
3450,BALLARD PIER,18.9368547904,72.8404503905
4749,HOTEL TRIDENT,19.0696543836,72.8722017366
70,HANUMAN SCTY.BLDG NO.5,19.1037244372,72.8514194965
1073,CITYLIGHT CINEMA,19.0299419184,72.8416482504
2949,MITHA NGR.,19.1631603924,72.8376629473
4533,BANK OF BARODA JN.(BKC),19.0650207101,72.8620274519
3347,PIONEER HIGH SCHOOL,19.0313695453,72.8544866019
4260,ISMAIL YUSUF COLLEGE,19.1333939081,72.8553388863
4314,MARINE LINES RLY. STN.,18.9466356634,72.82347592
376,BHANDUP VILLAGE(E),19.1493519771,72.9441441553
1344,L.I.C.CLY.,19.0652267632,72.8298716011
1734,KRANTI NGR.,19.1943267371,72.8724745609
912,MATUNGA STN.(W),19.0286799892,72.8467035933
3691,IJMIMA,19.1828003466,72.8293908377
4249,GANDHI NGR.,19.1252206397,72.92864539
4872,NEW AGRIPADA,18.9780383841,72.8270549486
4321,KOHINOOR COMPLEX BLDG NO.3,19.0810583291,72.8884079965
1786,LOKMANYA TILAK NGR.,19.0658118732,72.8954605723
3641,MAHATMA PHULE MARKET,18.9469690854,72.8352406657
5124,JAIN MANDIR,19.083726903,72.9090821111
503,VASANTRAO NAIK CHK.,18.9700026667,72.8150075826
5031,DATTATRYA APTS.,19.0450064125,73.017787594
413,BHANDUP POLICE STN.,19.151118216,72.9376579771
1319,BRIMCO,19.2068092464,72.8212923276
4447,ROCK AVENUE,19.2115151287,72.8311695013
3196,JAGAT SATGURU INDL.EST.,19.1688296936,72.8543154977
2243,BHAKTI PARK GATE,19.0330671762,72.8787971269
2021,TEMBIPADA PIPE LINE ( BHANDUP),19.1550250318,72.9291493352
295,BEHRAM BAUG,19.1459989219,72.8345000556
647,GEN.A.K.VAIDYA MARG JUN.,19.1739864855,72.8593741693
4472,MANTRALAYA,18.928428774,72.8238003762
2238,NATURE PARK/P.M.G.P.CLY.,19.0516403201,72.8624754904
4718,MUNICIPAL PUMPING CENTRE,19.0239977642,72.8395090193
385,B.M.C.OFFICE-VIKHROLI,19.11792,72.925936
3615,DON BOSCO (LINK RD.),19.2304272156,72.8407467228
124,AJIT GLASS FACTORY,19.1468710202,72.8430551759
1671,KALAKILLA,19.0480685117,72.8576733062
479,URBAN CO.OP.BANK,19.1690974508,72.9525954493
3241,GARLIC CO.,18.9767397356,72.8301448534
2799,NOORANI MASJID (PATHANWADI),19.1798795211,72.8599348553
4123,SAIDHAM SCTY.(NERUL),19.0105712866,73.0159567215
1337,FATHER AGNEL ASHRAM,19.0447115153,72.8190923845
864,TEEN BATTI,18.9482503042,72.7981877967
502,BHATIA HOSPITAL,18.9650101888,72.8129584769
4040,C.B.D.BELAPUR JUN.,19.0239409815,73.0399530389
1964,FRUIT & VEGETABLE MARKET,19.0726370712,73.0094058691
3355,MULJINGR.,19.2172054748,72.8504753392
188,LUBE INDIA CO.,19.0145801767,72.898260383
3118,VASUDEO B.PHADKE CHK.,18.9437528254,72.8287624895
2314,JAIN MANDIR (OM NGR.),19.1069897482,72.8671148194
1880,AIROLI BUS STN.,19.157341538,72.9982494515
4191,KHAMBEKAR STREET,18.9583953436,72.8377339362
3421,SAMANA PARIVAR,19.1762701603,72.8772546364
5011,NILDHARA BLDG.,19.2374860161,72.8516781537
4759,VAZIRA NAKA,19.2286684433,72.8455445531
771,B.P.T.HOSPITAL,19.0124186595,72.8624829935
577,MARATHA CLY.,19.0735916366,72.847063589
3854,MAHALAXMI MANDIR,19.0477802692,72.9201959286
1295,SHIVAJI NGR.,19.2441004559,72.8538303632
1118,LION'S GATE,18.9267996552,72.8339490684
